2.469509457159676030e+07,3.094937337621693313e+07,-1.433509391735519469e+07
-1.606274346212794632e+07,3.429911481325679272e+07,-1.860416858905154839e+07
-1.636037976899844036e+07,3.449688670158922672e+07,-1.797848363154498115e+07
-1.662932944111579470e+07,3.473278580192102492e+07,-1.727351235640721396e+07
-1.685331565471460670e+07,3.498774348844848573e+07,-1.653533884950811975e+07
-1.705319557384241000e+07,3.528561386076439917e+07,-1.568524962071425095e+07
-1.721203311986052990e+07,3.560791117681169510e+07,-1.476604161981887557e+07
-1.732696829971288145e+07,3.594902447945128381e+07,-1.378178005762101337e+07
-1.739345521544905007e+07,3.628415553060378134e+07,-1.279325431960836053e+07
2.228979890846043453e+07,2.980852979237674922e+07,-1.976715886540390179e+07
-1.741763487762535736e+07,3.664464071408822387e+07,-1.169503669415223412e+07
-1.739407843793928996e+07,3.700587241660638154e+07,-1.054532633140214346e+07
-1.732312515377536789e+07,3.736154837839499861e+07,-9.349194236648872495e+06
-1.721323057024760544e+07,3.768775709466379136e+07,-8.177970709337994456e+06
-1.705405393961150944e+07,3.801499961766115576e+07,-6.906727271298054606e+06
-1.685320318137820065e+07,3.831909177492462099e+07,-5.605094301041276194e+06
-1.635605595541706309e+07,3.882527668601997942e+07,-3.004836816754788626e+06
2.008942083505757153e+07,3.132422505782450736e+07,-1.986683027241457254e+07
-1.605484013233353943e+07,3.903227597346802056e+07,-1.647329978893088177e+06
-1.535644855976899154e+07,3.916039036597675830e+07,-7.225582439499283209e+05
-1.503646832779790089e+07,3.923895547790657729e+07,-2.023999345563789131e+06
-1.469048897631096281e+07,3.927641230490790308e+07,-3.388855254046800546e+06
-1.434224511801586300e+07,3.926646441710831225e+07,-4.738638384540629573e+06
-1.399805550330589712e+07,3.920924922187560797e+07,-6.067315402144485153e+06
-1.368138301148348860e+07,3.911231907409593463e+07,-7.301235392503350042e+06
2.032019858424952254e+07,3.399565771495335549e+07,-1.462090240792161226e+07
-1.336284706481836736e+07,3.896659979640628397e+07,-8.571979090760206804e+06
-1.306614988901934773e+07,3.877882615190753341e+07,-9.804579469068469480e+06
-1.279669455765242875e+07,3.855229431420013309e+07,-1.099357417608877458e+07
-1.257100345138274692e+07,3.830556817166423798e+07,-1.207494036744308099e+07
-1.236817596514381655e+07,3.801561707409623265e+07,-1.316402479673776403e+07
-1.220534951802559756e+07,3.770040597930748016e+07,-1.419458379848769493e+07
-1.208554259142216295e+07,3.736550941846038401e+07,-1.516206881840646081e+07
-1.201377485257397220e+07,3.703546525687647611e+07,-1.601654918184663728e+07
-1.198346014088707790e+07,3.667951165716120601e+07,-1.684916478258192912e+07
-1.200044219400118850e+07,3.632198814939547330e+07,-1.760696774347800389e+07
-1.206452188966882415e+07,3.596924660368188471e+07,-1.828662043387686461e+07
-1.216774875202264823e+07,3.564516400794723630e+07,-1.885570129334037006e+07
-1.231983583648840524e+07,3.531955260639031976e+07,-1.937492336879668385e+07
-1.251364177933163755e+07,3.501655185968150198e+07,-1.980824752297368646e+07
-1.274581559258786961e+07,3.474156498154654354e+07,-2.015378604752359167e+07
-1.299750875653934851e+07,3.451135245160342753e+07,-2.039879447496801615e+07
-1.329225776097337902e+07,3.430447752952097356e+07,-2.056945549756972119e+07
2.516043321461829171e+07,3.199252390990216658e+07,-1.067214703398591280e+07
-1.361178689003784023e+07,3.413835237771315128e+07,-2.064907097808653861e+07
2.507904057437365502e+07,3.166593888630688190e+07,-1.179285023508583009e+07
-1.395049799687625282e+07,3.401596782300285995e+07,-2.063732933152946085e+07
2.496195200432321802e+07,3.136833452683285624e+07,-1.280625646537481621e+07
-1.428368695533861220e+07,3.394240062664738297e+07,-2.054200945189251006e+07
2.479817276009238511e+07,3.107208016957722604e+07,-1.382043091531488672e+07
-1.464245754285119101e+07,3.391084656543109566e+07,-2.035298909147932008e+07
2.459588128406071663e+07,3.079947974375114962e+07,-1.477314039865032956e+07
-1.500230125840270519e+07,3.392723511223935336e+07,-2.007403335602078959e+07
2.435865308587336168e+07,3.055543162653787062e+07,-1.566021369616578706e+07
-1.535684212294280343e+07,3.399136591352412105e+07,-1.970641590369237959e+07
2.410540541258435324e+07,3.035460963604256138e+07,-1.643648104676021449e+07
-1.568216886283114180e+07,3.409520382977613062e+07,-1.927786321736975014e+07
2.381248082475474477e+07,3.017839877870039642e+07,-1.718473831149971485e+07
-1.600863276647861116e+07,3.424849840333243459e+07,-1.874271121866567060e+07
2.349831699883722514e+07,3.004208142253633961e+07,-1.785670459501067549e+07
-1.631202054958754033e+07,3.444410083112097532e+07,-1.812485570687625557e+07
2.316844212421031296e+07,2.994817589359971136e+07,-1.844942978851121664e+07
-1.658696419759698771e+07,3.467860614247326553e+07,-1.742709878535196558e+07
2.284670226521057636e+07,2.989994033784165606e+07,-1.893550822647254169e+07
-1.681675962878410518e+07,3.493301542763902247e+07,-1.669513835975469463e+07
2.250308835171158239e+07,2.989297128197553754e+07,-1.936680070646686107e+07
-1.702281162291736901e+07,3.523113336601702124e+07,-1.585094509337127954e+07
2.216132679171122611e+07,2.993133610984981060e+07,-1.971226143456000090e+07
-1.718773284036159515e+07,3.555456861861301214e+07,-1.493693620617972873e+07
2.182746528369393200e+07,3.001444538780215755e+07,-1.997039770694688708e+07
-1.730863323201129586e+07,3.589762996960087121e+07,-1.395714421588427201e+07
2.152382728706759214e+07,3.013320643459022418e+07,-2.013339033084460348e+07
-1.740465843346097320e+07,3.646484727457410097e+07,-1.228682668289184943e+07
