8.210299766857940540e+01 -4.764309174517442358e+01 4.659930721810206026e+07
3.186777671946134092e+02 -7.581390938295581350e+01 4.834760257684737444e+07
3.198027198584197777e+02 -7.500853719440277700e+01 4.832642794878565520e+07
3.211607932652303816e+02 -7.414381858750738274e+01 4.830167614820315689e+07
3.226173993332616874e+02 -7.327121584154706113e+01 4.827467174999029189e+07
3.242912581696418215e+02 -7.229483062693661566e+01 4.824212508639316261e+07
3.260657470237507596e+02 -7.126259236704345312e+01 4.820511925731600076e+07
3.279057649261608276e+02 -7.017550534807233475e+01 4.816333864196162671e+07
3.296818695125899126e+02 -6.909611402831644966e+01 4.811907215096965432e+07
9.052459439142911890e+01 -5.270708141480130848e+01 4.703426692612476647e+07
3.315665883877147735e+02 -6.790588920716126609e+01 4.806712126139070839e+07
3.334400229335824974e+02 -6.666520947782940709e+01 4.800954063453923911e+07
3.352838203715347731e+02 -6.537627870084435244e+01 4.794609660861203820e+07
3.369894823828134349e+02 -6.411304643292801586e+01 4.788041110869845003e+07
3.387346213394495749e+02 -6.273804504502508195e+01 4.780505245453660935e+07
3.404130667169478102e+02 -6.132370950441720936e+01 4.772343056735526025e+07
3.434611720686085619e+02 -5.847137158277394064e+01 4.754652854015578330e+07
8.805534661834451526e+01 -5.560074070452040473e+01 4.728635112855655700e+07
3.449020937627136050e+02 -5.696478203290580922e+01 4.744666065966266394e+07
3.467846779306958069e+02 -5.605093565065394756e+01 4.721594402230751514e+07
3.469886457907055615e+02 -5.766884044591513714e+01 4.732637685695442557e+07
3.472062225671950273e+02 -5.936302758760744780e+01 4.743745431961663812e+07
3.474148185695169104e+02 -6.103695929798668374e+01 4.754250071957547218e+07
3.476009710848076111e+02 -6.268423281204593422e+01 4.764121276338658482e+07
3.477423137249180627e+02 -6.421445956601979788e+01 4.772869126095200330e+07
7.654583778055881282e+01 -5.309199205672756960e+01 4.714114266938476264e+07
3.478368750454584415e+02 -6.579158273509057153e+01 4.781452957531861961e+07
3.478541978392774467e+02 -6.732319232423371602e+01 4.789364488191664219e+07
3.477693384291252414e+02 -6.880268700485891031e+01 4.796606113043707609e+07
3.475688426120970576e+02 -7.014998878824022199e+01 4.802857743213447183e+07
3.471994248303658992e+02 -7.150799536630675846e+01 4.808828728170912713e+07
3.466328512494027905e+02 -7.279267424535505882e+01 4.814175603915018588e+07
3.458308221433507583e+02 -7.399598069258598798e+01 4.818924026846562326e+07
3.448187241216593293e+02 -7.505305880154887177e+01 4.822897122922731936e+07
3.434500482631597720e+02 -7.607260805786084745e+01 4.826566850712424517e+07
3.417463972410054680e+02 -7.698387642648971507e+01 4.829731456583938003e+07
3.396971635157958644e+02 -7.777715238856954727e+01 4.832425364168708771e+07
3.374503691785890283e+02 -7.841142761832290375e+01 4.834574287958235294e+07
3.348030722199717957e+02 -7.894952007484977230e+01 4.836448849771448225e+07
3.319587225586443537e+02 -7.934704745002449044e+01 4.837949751826813817e+07
3.290407112430174266e+02 -7.960163633420978613e+01 4.839105760794962943e+07
3.263412116110199008e+02 -7.971244102318392777e+01 4.839905644676303864e+07
3.237031566454872973e+02 -7.969720864552428452e+01 4.840458535772858560e+07
7.632935402819914827e+01 -4.510453275720976762e+01 4.635212346323376894e+07
3.214107458071827068e+02 -7.955504786554345742e+01 4.840728749499877542e+07
7.808916632864449525e+01 -4.585270644274812213e+01 4.641979985013864934e+07
3.195597838457306352e+02 -7.929705533924129668e+01 4.840728237732455879e+07
7.969326413779344875e+01 -4.654527117159161520e+01 4.648217658616089076e+07
3.182627605414963909e+02 -7.895647566191546218e+01 4.840484290981014818e+07
8.130802532229444068e+01 -4.726028652380782802e+01 4.654630207517828792e+07
3.173900936698054238e+02 -7.850623171873355943e+01 4.839971246595203876e+07
8.283005306226911557e+01 -4.795969433191768871e+01 4.660874769361665100e+07
