3.170114487423871878e+02 -7.797247055607800803e+01 4.839191922719527781e+07
8.424732031790195208e+01 -4.864388053286600666e+01 4.666957873495844752e+07
3.170894364536975445e+02 -7.736331024797914324e+01 4.838138009599588811e+07
8.548246749786248699e+01 -4.927797513685830921e+01 4.672572113490332663e+07
3.175388763705777251e+02 -7.672232193236628461e+01 4.836873574797702581e+07
8.666157152717276801e+01 -4.993180443454189543e+01 4.678337877226024121e+07
3.183559518130500692e+02 -7.598267907613853822e+01 4.835240457242277265e+07
8.770156697447477256e+01 -5.056841897762392790e+01 4.683929896496575326e+07
3.194690773225614748e+02 -7.518143351292778220e+01 4.833279303096156567e+07
8.859169472436951764e+01 -5.118576163856277361e+01 4.689334055390296876e+07
3.208230425200749210e+02 -7.432081699348901793e+01 4.830963799273394793e+07
8.928759829895332700e+01 -5.175025996661421601e+01 4.694262631561586261e+07
3.222817702143566976e+02 -7.345205419239339051e+01 4.828417658786295354e+07
8.985779567029788950e+01 -5.232112363850129100e+01 4.699239500265464187e+07
3.239629632611412831e+02 -7.247966236934723838e+01 4.825328351104414463e+07
9.025127574574888456e+01 -5.286190783599364806e+01 4.703955026563079655e+07
3.257490796896226470e+02 -7.145132555542386399e+01 4.821796819709093124e+07
9.046141733578242849e+01 -5.336729480574732776e+01 4.708374315885680169e+07
3.276037455847483670e+02 -7.036793167284615436e+01 4.817786649046532810e+07
9.048699643955416150e+01 -5.380790355539673442e+01 4.712251960833706707e+07
3.305986152575933943e+02 -6.854817727860212528e+01 4.810410231428524852e+07
9.032830242391106879e+01 -5.422619542207158361e+01 4.715977422016822547e+07
8.997877552876063589e+01 -5.458916797412799582e+01 4.719279666830641776e+07
8.944124448023769958e+01 -5.488901933227899121e+01 4.722109458177545667e+07
8.876408609502057345e+01 -5.510758274298972736e+01 4.724308397848484665e+07
8.788117236104152141e+01 -5.526146631449039859e+01 4.726071165983553231e+07
8.683849817861958797e+01 -5.532883309006862760e+01 4.727210220495536923e+07
8.565219511456913892e+01 -5.530255389122850573e+01 4.727673514711654186e+07
8.441343629124325787e+01 -5.518553870062009281e+01 4.727445090660773218e+07
3.442750378095523729e+02 -5.772963290884499088e+01 4.751313641582196951e+07
8.300525465796788183e+01 -5.495983016242298902e+01 4.726455430080437660e+07
8.151641995545561770e+01 -5.462539836371256285e+01 4.724655249594201148e+07
7.997052552821078564e+01 -5.417993370027787137e+01 4.722006675894989073e+07
3.466918441481448667e+02 -5.671214210047990179e+01 4.727879095052268356e+07
7.847429091007252566e+01 -5.365483916028501454e+01 4.718685783729504794e+07
3.468910282357171582e+02 -5.831883661315821143e+01 4.738695061706449091e+07
7.688220825594137864e+01 -5.299264611443553719e+01 4.714298743019423634e+07
3.470988157018685456e+02 -5.999876353029937093e+01 4.749544245865055174e+07
7.529617459917078293e+01 -5.222203526115985994e+01 4.708987857157722861e+07
3.472921064435405469e+02 -6.165595629887199891e+01 4.759775347583388537e+07
7.373285120779829072e+01 -5.134691500698614419e+01 4.702742021231572330e+07
3.474566297926979814e+02 -6.328407076501591177e+01 4.769361493449756503e+07
7.228500374344886836e+01 -5.042615898706135624e+01 4.695960290702255070e+07
3.475708344113477892e+02 -6.479391594709051105e+01 4.777831801607719064e+07
3.476287944600393871e+02 -6.634713624174209201e+01 4.786118083717601001e+07
3.476003381785900501e+02 -6.785235893544195562e+01 4.793730224109304696e+07
3.474594669994503420e+02 -6.930289954134532593e+01 4.800673579081159830e+07
3.471955098974923999e+02 -7.062036469586539056e+01 4.806645475086682290e+07
3.467475077815394116e+02 -7.194416968191333694e+01 4.812326464104162902e+07
3.460901449243266370e+02 -7.319173256492503299e+01 4.817390410161142796e+07
3.451858642006346827e+02 -7.435483087346810294e+01 4.821864307770589739e+07
3.440682139688619259e+02 -7.537086733636405711e+01 4.825585833325953037e+07
3.425830319342553594e+02 -7.634388820974579914e+01 4.828999580846265703e+07
3.407644810299804021e+02 -7.720539409065152370e+01 4.831918134077911079e+07
3.386120966956968914e+02 -7.794595488237206382e+01 4.834375744354476035e+07
3.362902527642868336e+02 -7.852810794202798661e+01 4.836309440596514940e+07
3.336012361670691462e+02 -7.900982488523797542e+01 4.837965083826950192e+07
3.307659363944959523e+02 -7.935090354547344305e+01 4.839254534335084260e+07
3.279148284659236197e+02 -7.955055206829649705e+01 4.840205087790078670e+07
3.253311178050378203e+02 -7.961210712681993584e+01 4.840814547100144625e+07
6.815695455520169332e+01 -4.172118321463877777e+01 4.606600184631022066e+07
3.228616443663369751e+02 -7.954901229438920041e+01 4.841169428988091648e+07
3.207700572541651240e+02 -7.936393131875045981e+01 4.841242862087212503e+07
3.191345465881513519e+02 -7.906809625425441368e+01 4.841045002693109959e+07
3.180405249769501097e+02 -7.869602461545923688e+01 4.840611799246302992e+07
3.173692801072775751e+02 -7.821648338153016766e+01 4.839895017336886376e+07
3.171712248631401962e+02 -7.765669941500119933e+01 4.838906465339083970e+07
3.174046347094170528e+02 -7.702395317831376076e+01 4.837635673101142794e+07
3.179771167701747459e+02 -7.636223782483463651e+01 4.836157771439358592e+07
